year,category,value,unit,scenario,figure_type
2042,Ulsan,9.164358643579565,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2043,Ulsan,7.9162846844058,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2044,Ulsan,6.143764534583613,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2045,Ulsan,4.660998880600426,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2046,Ulsan,3.8527693586036413,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2047,Ulsan,3.4792683227605665,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2048,Ulsan,1.8731284502393528,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2049,Ulsan,1.494494389247026,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2050,Ulsan,0.0,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2025,Other,0.3758121811274001,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2026,Other,0.4226454522382944,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2027,Other,0.4131068961800786,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2028,Other,0.4035683401218629,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2029,Other,0.39402978406364714,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2030,Other,0.38449122800543134,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2031,Other,0.376871347016397,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2032,Other,0.3692514660273626,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2033,Other,0.3616315850383282,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2034,Other,0.3540117040492938,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2035,Other,0.34639182306025934,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2036,Other,0.33109724179449956,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2037,Other,0.315747841241049,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2038,Other,0.30045325997528927,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2039,Other,0.2550321825686943,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2040,Other,0.21247615687189192,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2041,Other,0.19135012982955074,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2042,Other,0.17007211698114957,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2043,Other,0.14879410413274835,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2044,Other,0.12766807709040717,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2045,Other,0.10639006424200599,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2046,Other,0.08511205139360478,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2047,Other,0.06383403854520359,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2048,Other,0.0425560256968024,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2049,Other,0.021278012848401195,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2050,Other,0.0,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
